Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
29,0,3.58,Bellflower,4761,One Year,United States,0428-AXXLJ,Stayed,0,0,Male,0,,"33.887676, -118.127289",33.887676,-118.127289,0,19.5,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,72893,0,Q3,0,4,0,California,0,0,0,25,516.3,0,89.5,0,605.8,1,0,90706,0
75,18,26.82,Chula Vista,4368,One Year,United States,5820-PTRYM,Stayed,0,1,Female,1,1,"32.64164, -116.985026",32.64164,-116.985026,1,68.45,1,0,1,,1,1,1,1,Credit Card,1,12884,1,Q3,1,4,1,California,0,0,0,56,4014,0,1501.92,0,5515.92,0,1,91913,0
21,48,23.52,Sunol,4799,Month-to-Month,United States,3234-VKACU,Joined,0,0,Male,1,2,"37.587494, -121.862856",37.587494,-121.862856,0,70.3,0,0,0,,0,0,0,0,Bank Withdrawal,1,790,1,Q3,0,3,0,California,1,1,1,2,132.4,0,47.04,0,179.44,1,1,94586,0
42,21,8.29,Rio Linda,4080,Month-to-Month,United States,5309-TAIKL,Stayed,0,1,Female,1,2,"38.688764, -121.457596",38.688764,-121.457596,0,62.8,0,0,0,,0,0,0,0,Bank Withdrawal,1,14010,1,Q3,0,4,0,California,1,1,0,7,418.3,0,58.03,0,476.33,0,1,95673,0
30,53,0,South Dos Palos,2967,Month-to-Month,United States,6834-NXDCA,Churned,0,0,Female,1,2,"36.959731, -120.653519",36.959731,-120.653519,0,23.9,0,0,0,,0,0,1,0,Bank Withdrawal,0,343,0,Q3,0,3,0,California,0,0,0,13,300.8,0,0,0,300.8,0,1,93665,1
59,18,47.64,Norwalk,5087,Two Year,United States,4622-YNKIJ,Stayed,0,0,Male,1,3,"33.905963, -118.08263",33.905963,-118.08263,0,88.95,0,0,0,Offer C,0,1,1,0,Bank Withdrawal,1,103214,1,Q3,0,3,0,California,0,0,1,33,3027.65,0,1572.12,0,4599.77,0,1,90650,0
45,25,22.52,Brookdale,5154,One Year,United States,1169-SAOCL,Stayed,0,0,Male,1,3,"37.106902, -122.100006",37.106902,-122.100006,0,106.65,1,0,0,,1,0,1,0,Bank Withdrawal,1,1007,1,Q3,0,5,0,California,1,1,1,49,5168.1,130,1103.48,0,6401.58,0,0,95007,0
77,19,6.97,Lewiston,5374,Month-to-Month,United States,9391-EOYLI,Churned,0,0,Male,1,3,"40.704293, -122.803899",40.704293,-122.803899,1,80.45,0,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,1845,0,Q3,1,2,1,California,1,0,0,12,950.2,0,83.64,0,1033.84,0,1,96052,1
48,4,19.22,Milford,4968,One Year,United States,0330-BGYZE,Stayed,0,1,Male,1,3,"40.181279, -120.392967",40.181279,-120.392967,1,102.5,1,0,8,Offer B,1,0,0,1,Bank Withdrawal,1,481,0,Q3,1,5,0,California,1,1,1,60,6157.6,0,1153.2,0,7310.8,0,1,96121,0
42,26,10.9,Bakersfield,6005,Two Year,United States,5067-WJEUN,Stayed,1,0,Male,1,1,"35.559617, -118.925185",35.559617,-118.925185,1,54.2,0,2,1,Offer A,1,1,1,1,Bank Withdrawal,1,44915,0,Q3,1,4,0,California,0,0,0,67,3838.2,10,730.3,0,4578.5,0,0,93308,0
76,19,34.39,Bakersfield,3104,One Year,United States,8329-UTMVM,Stayed,0,0,Male,1,3,"35.140938, -119.051348",35.140938,-119.051348,0,104.65,1,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,25126,1,Q3,0,4,1,California,1,0,1,27,2964,0,928.53,0,3892.53,0,1,93313,0
21,73,32.08,Concord,3700,Month-to-Month,United States,9448-REEVD,Churned,0,0,Male,1,2,"38.013825, -122.039144",38.013825,-122.039144,1,44.7,0,0,1,,0,0,0,1,Credit Card,1,36186,0,Q3,1,3,0,California,0,1,0,1,44.7,0,32.08,0,76.78,1,1,94520,1
80,17,39.51,Los Angeles,3711,Month-to-Month,United States,3411-WLRSQ,Joined,0,0,Female,1,3,"34.088017, -118.327168",34.088017,-118.327168,1,74.6,0,0,3,Offer E,1,0,1,1,Bank Withdrawal,1,32562,0,Q3,1,5,1,California,0,0,0,3,239.05,30,118.53,0,387.58,0,0,90038,0
62,20,11.74,Upper Lake,5804,Month-to-Month,United States,5131-PONJI,Stayed,1,1,Male,1,3,"39.220368, -122.907693",39.220368,-122.907693,1,90.4,0,3,10,Offer B,1,0,1,1,Credit Card,1,2344,0,Q3,1,3,0,California,0,0,1,49,4494.65,0,575.26,0,5069.91,0,1,95485,0
69,2,10.55,Acton,3172,Month-to-Month,United States,3312-ZWLGF,Stayed,0,0,Male,1,3,"34.501452, -118.207862",34.501452,-118.207862,1,79.3,1,0,0,,0,0,1,1,Bank Withdrawal,1,7831,1,Q3,0,5,1,California,0,0,0,29,2414.55,0,305.95,0,2720.5,0,1,93510,0
77,8,40.5,Riverside,5610,Two Year,United States,4079-VTGLK,Stayed,0,1,Male,1,2,"33.994676, -117.372498",33.994676,-117.372498,1,74.85,1,0,7,,0,0,0,1,Bank Withdrawal,1,18999,0,Q3,1,5,1,California,1,0,1,30,2181.75,0,1215,0,3396.75,0,1,92501,0
33,25,18.75,San Lucas,2061,Month-to-Month,United States,7858-GTZSP,Stayed,0,0,Female,1,3,"36.125529, -120.864443",36.125529,-120.864443,0,86.55,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,521,0,Q3,0,5,0,California,1,1,0,12,1066.9,110,225,0,1401.9,0,0,93954,0
73,20,0,Artesia,5372,One Year,United States,2639-UGMAZ,Stayed,0,0,Male,1,2,"33.867593, -118.080637",33.867593,-118.080637,0,56.45,0,0,0,Offer A,1,1,1,0,Bank Withdrawal,0,16398,0,Q3,0,3,1,California,1,1,1,71,3985.35,0,0,0,3985.35,0,1,90701,0
32,13,2.45,Rancho Santa Fe,4543,One Year,United States,2750-BJLSB,Stayed,0,1,Female,1,3,"33.012751, -117.200617",33.012751,-117.200617,0,103.7,0,0,0,Offer B,0,1,1,0,Bank Withdrawal,1,7615,1,Q3,0,4,0,California,1,1,1,47,4730.6,0,115.15,0,4845.75,0,1,92067,0
30,30,37.65,Newport Beach,5665,One Year,United States,1732-FEKLD,Stayed,0,1,Female,1,3,"33.606336, -117.893042",33.606336,-117.893042,0,94.75,1,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,3124,0,Q3,0,4,0,California,0,0,1,54,5121.75,70,2033.1,0,7224.85,0,0,92662,0
64,17,32.87,Oakland,5830,Month-to-Month,United States,4659-NZRUF,Churned,0,0,Female,1,3,"37.834341, -122.26437",37.834341,-122.26437,0,95.15,1,0,0,Offer D,1,1,1,0,Bank Withdrawal,1,21097,0,Q3,0,3,0,California,1,1,0,19,1789.25,120,624.53,0,2533.78,0,0,94609,1
37,0,48.14,Lancaster,3678,Month-to-Month,United States,4013-GUXND,Joined,0,0,Male,0,,"34.727529, -118.153098",34.727529,-118.153098,0,20.8,0,0,0,Offer E,0,0,0,0,Credit Card,1,35109,0,Q3,0,4,0,California,0,0,0,1,20.8,0,48.14,0,68.94,0,0,93534,0
77,20,3.83,Glendora,3689,Month-to-Month,United States,7668-XCFYV,Stayed,0,0,Female,1,3,"34.14649, -117.849815",34.14649,-117.849815,1,92.55,1,0,9,,0,0,1,1,Bank Withdrawal,1,24973,0,Q3,1,3,1,California,1,0,1,17,1614.7,0,65.11,0,1679.81,0,1,91741,0
68,17,34.39,Grizzly Flats,5507,One Year,United States,8651-ENBZX,Churned,0,1,Female,1,3,"38.636102, -120.522149",38.636102,-120.522149,0,106,1,0,0,,0,0,1,0,Bank Withdrawal,1,659,1,Q3,0,3,1,California,1,0,1,60,6441.4,110,2063.4,0,8614.8,0,0,95636,1
25,69,0,Soulsbyville,3423,One Year,United States,6981-TDRFT,Stayed,1,1,Male,1,2,"37.990574, -120.261821",37.990574,-120.261821,1,54.3,0,1,1,,0,0,1,1,Bank Withdrawal,0,1519,1,Q3,1,5,0,California,1,1,1,44,2317.1,10,0,0,2327.1,1,0,95372,0
39,19,18.74,Caspar,5584,Two Year,United States,7765-LWVVH,Stayed,1,0,Female,1,3,"39.361283, -123.784599",39.361283,-123.784599,1,95.1,1,2,8,,1,1,1,1,Bank Withdrawal,1,333,0,Q3,1,3,0,California,0,0,1,72,6843.15,0,1349.28,0,8192.43,0,1,95420,0
24,0,8.21,Diamond Bar,2745,Two Year,United States,7696-CFTAT,Stayed,1,0,Male,0,,"33.992416, -117.807874",33.992416,-117.807874,1,19.8,0,3,0,,0,0,0,1,Bank Withdrawal,1,46532,0,Q3,0,3,0,California,0,0,0,37,726.1,0,303.77,0,1029.87,1,0,91765,0
31,4,0,Castro Valley,5493,One Year,United States,4611-ANLQC,Stayed,0,1,Female,1,1,"37.722727, -122.02157",37.722727,-122.02157,1,50.05,0,0,7,Offer B,1,1,0,1,Bank Withdrawal,0,13212,0,Q3,1,3,0,California,1,1,0,60,2911.5,0,0,0,2911.5,0,1,94552,0
62,29,44.96,Fresno,3443,Month-to-Month,United States,7129-CAKJW,Stayed,0,1,Female,1,3,"36.732694, -119.783786",36.732694,-119.783786,0,80.05,1,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,6848,0,Q3,0,5,0,California,0,0,0,17,1345.65,0,764.32,0,2109.97,0,1,93721,0
67,2,26.99,San Rafael,3443,Month-to-Month,United States,2397-BRLOM,Churned,0,0,Male,1,3,"37.972662, -122.491452",37.972662,-122.491452,1,80.45,0,0,2,,0,0,1,1,Credit Card,1,40239,0,Q3,1,1,1,California,0,0,1,8,583.45,0,215.92,0,799.37,0,1,94901,1
47,30,27.75,Jolon,5649,Two Year,United States,3197-NNYNB,Stayed,0,1,Male,1,3,"35.930782, -121.189757",35.930782,-121.189757,0,105.1,1,0,0,Offer B,1,0,0,0,Credit Card,1,254,0,Q3,0,3,0,California,1,1,1,65,6631.85,0,1803.75,0,8435.6,0,1,93928,0
19,53,4.65,Temecula,5361,Month-to-Month,United States,0139-IVFJG,Joined,0,0,Female,1,3,"33.507255, -117.029473",33.507255,-117.029473,1,90.35,0,0,10,,1,1,0,1,Bank Withdrawal,1,46171,0,Q3,1,3,0,California,0,0,1,2,190.5,0,9.3,0,199.8,1,1,92592,0
73,19,0,Oakland,4694,Month-to-Month,United States,5167-GBFRE,Churned,0,0,Male,1,2,"37.803883, -122.208417",37.803883,-122.208417,0,25.2,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,0,28900,0,Q3,0,3,1,California,0,0,0,4,102.5,0,0,0,102.5,0,1,94602,1
78,7,32.4,Williams,5638,Month-to-Month,United States,3070-DVEYC,Churned,0,0,Male,1,3,"39.117537, -122.284654",39.117537,-122.284654,0,73.75,1,0,0,,0,0,0,0,Credit Card,1,4579,0,Q3,0,2,1,California,0,0,0,7,545.15,0,226.8,0,771.95,0,1,95987,1
34,0,49.91,Gardena,3009,Month-to-Month,United States,0396-HUJBP,Joined,0,0,Female,0,,"33.890853, -118.297967",33.890853,-118.297967,0,19.3,0,0,0,,0,0,0,0,Credit Card,1,47758,0,Q3,0,3,0,California,0,0,0,2,44.4,0,99.82,0,144.22,0,0,90247,0
48,23,26.3,Alderpoint,6483,Two Year,United States,0813-TAXXS,Stayed,0,1,Male,1,2,"40.166028, -123.584144",40.166028,-123.584144,0,77.8,1,0,0,,0,0,1,0,Bank Withdrawal,1,261,0,Q3,0,5,0,California,1,1,1,55,4323.35,0,1446.5,0,5769.85,0,1,95511,0
50,19,0,Alameda,3540,Month-to-Month,United States,0811-GSDTP,Stayed,1,0,Female,1,1,"37.724817, -122.224363",37.724817,-122.224363,0,30.15,0,2,0,,1,0,0,0,Bank Withdrawal,0,13996,0,Q3,0,5,0,California,0,0,0,13,382.2,10,0,0,392.2,0,0,94502,0
72,28,0,Caliente,5597,Two Year,United States,9522-BNTHX,Stayed,0,1,Female,1,2,"35.358953, -118.527064",35.358953,-118.527064,0,56.25,0,0,0,,1,0,1,0,Bank Withdrawal,0,1022,0,Q3,0,3,1,California,1,0,1,34,1765.95,0,0,0,1765.95,0,1,93518,0
53,15,0,Browns Valley,4969,Two Year,United States,9242-TKFSV,Stayed,0,1,Male,1,2,"39.292334, -121.320597",39.292334,-121.320597,1,65.1,0,0,7,Offer A,1,1,1,1,Credit Card,0,1477,1,Q3,1,4,0,California,1,1,1,72,4754.3,0,0,0,4754.3,0,1,95918,0
62,27,0,Old Station,2088,Month-to-Month,United States,8993-PHFWD,Churned,0,0,Female,1,2,"40.656287, -121.428965",40.656287,-121.428965,0,25.25,0,0,0,,0,0,0,0,Bank Withdrawal,0,182,0,Q3,0,1,0,California,0,0,0,3,58.9,0,0,0,58.9,0,1,96071,1
61,28,0,Palo Alto,5092,One Year,United States,6481-LXPWL,Stayed,1,1,Male,1,2,"37.416159, -122.131337",37.416159,-122.131337,1,36.1,0,1,1,,1,0,1,1,Credit Card,0,24492,0,Q3,1,3,0,California,0,0,0,56,1971.5,60,0,0,2031.5,0,0,94306,0
19,0,19.38,Dixon,4001,Month-to-Month,United States,0547-HURJB,Stayed,1,0,Male,0,,"38.392821, -121.799917",38.392821,-121.799917,0,21.05,0,2,0,Offer D,0,0,0,0,Credit Card,1,18529,0,Q3,0,3,0,California,0,0,0,12,235.8,0,232.56,0,468.36,1,0,95620,0
23,59,21.56,Boulder Creek,3038,Month-to-Month,United States,4361-BKAXE,Churned,0,1,Female,1,3,"37.171727, -122.142961",37.171727,-122.142961,0,114.5,1,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,10520,1,Q3,0,1,0,California,1,1,1,41,4527.45,0,883.96,0,5411.41,1,1,95006,1
30,41,28.27,Oak View,4882,Month-to-Month,United States,5240-CAOYT,Stayed,0,0,Female,1,3,"34.404544, -119.302118",34.404544,-119.302118,0,87.55,1,0,0,,1,1,1,0,Bank Withdrawal,1,6503,1,Q3,0,3,0,California,0,0,0,57,4884.85,0,1611.39,1.83,6494.41,0,1,93022,0
43,4,42.41,Santa Cruz,3801,Month-to-Month,United States,3714-XPXBW,Stayed,0,1,Female,1,2,"36.974575, -121.991149",36.974575,-121.991149,0,78.9,1,0,0,,1,1,1,0,Credit Card,1,36631,1,Q3,0,4,0,California,0,0,1,37,2976.95,30,1569.17,0,4576.12,0,0,95062,0
63,14,1.55,San Diego,5795,Month-to-Month,United States,6599-CEBNN,Churned,0,0,Female,1,3,"32.85723, -117.209780",32.85723,-117.209774,0,73.95,0,0,0,Offer C,1,0,1,0,Credit Card,1,34902,0,Q3,0,3,0,California,0,0,0,34,2524.45,0,52.7,0,2577.15,0,1,92122,1
64,23,10.67,Artesia,5700,Two Year,United States,9488-FYQAU,Stayed,0,1,Female,1,3,"33.867593, -118.080637",33.867593,-118.080637,1,109.25,1,0,8,,1,0,1,1,Bank Withdrawal,1,16398,1,Q3,1,4,0,California,1,1,1,63,6841.4,0,672.21,0,7513.61,0,1,90701,0
62,17,2.12,Valley Village,4115,Month-to-Month,United States,8914-RBTSB,Churned,0,1,Male,1,3,"34.165783, -118.399795",34.165783,-118.399795,1,93.8,1,0,1,,1,0,0,1,Bank Withdrawal,1,27453,0,Q3,1,1,0,California,0,0,1,31,3019.5,50,65.72,0,3135.22,0,0,91607,1
31,0,22.12,Kyburz,3663,Month-to-Month,United States,1963-VAUKV,Churned,0,0,Female,0,,"38.766036, -120.209673",38.766036,-120.209673,0,20.4,0,0,0,Offer E,0,0,0,0,Mailed Check,1,183,0,Q3,0,3,0,California,0,0,0,1,20.4,0,22.12,0,42.52,0,0,95720,1
30,26,44.57,Burbank,3359,Month-to-Month,United States,7217-JYHOQ,Stayed,1,0,Male,1,1,"34.174215, -118.345928",34.174215,-118.345928,1,70.3,0,2,6,,1,1,1,1,Credit Card,1,29245,1,Q3,1,3,0,California,1,1,0,24,1706.45,0,1069.68,0,2776.13,0,1,91505,0
73,30,5.75,Los Angeles,2645,One Year,United States,7657-DYEPJ,Churned,0,1,Male,1,1,"34.066303, -118.435479",34.066303,-118.435479,0,70.15,0,0,0,Offer C,1,0,1,0,Credit Card,1,44150,1,Q3,0,3,1,California,0,0,1,38,2497.35,0,218.5,0,2715.85,0,1,90024,1
49,21,41.4,Burson,4029,Two Year,United States,9372-TXXPS,Stayed,0,0,Female,1,1,"38.183918, -120.898817",38.183918,-120.898817,1,59.85,0,0,7,Offer B,1,1,0,1,Bank Withdrawal,1,27,1,Q3,1,3,0,California,0,0,0,60,3483.45,0,2484,0,5967.45,0,1,95225,0
55,18,4.32,Yorkville,5444,Two Year,United States,1291-CUOCY,Stayed,0,1,Male,1,3,"38.888351, -123.239647",38.888351,-123.239647,1,110.6,1,0,7,,1,0,1,1,Credit Card,1,335,1,Q3,1,3,0,California,1,1,1,72,7962.2,0,311.04,0,8273.24,0,1,95494,0
71,27,40.19,Pomona,2656,Two Year,United States,1845-CSBRZ,Stayed,1,0,Female,1,3,"34.042286, -117.756106",34.042286,-117.756106,1,85.35,1,1,7,Offer D,0,0,0,1,Bank Withdrawal,1,69974,0,Q3,1,5,1,California,0,0,1,22,1961.6,0,884.18,0,2845.78,0,1,91766,0
19,27,13.16,Santa Maria,4983,One Year,United States,6647-ZEDXT,Stayed,0,1,Female,1,3,"34.818227, -120.418784",34.818227,-120.418784,0,110.45,1,0,0,,1,0,0,0,Credit Card,1,37364,1,Q3,0,4,0,California,1,1,1,30,3327.05,0,394.8,0,3721.85,1,1,93455,0
77,25,38.32,Baldwin Park,5348,One Year,United States,9058-HRZSV,Stayed,0,1,Female,1,3,"34.098275, -117.967399",34.098275,-117.967399,1,94.4,0,0,2,,1,1,0,1,Bank Withdrawal,1,76890,0,Q3,1,4,1,California,1,1,0,65,6126.15,0,2490.8,0,8616.95,0,1,91706,0
40,15,9.72,Forbestown,6317,Two Year,United States,0988-AADSA,Stayed,1,1,Female,1,1,"39.531028, -121.24807",39.531028,-121.24807,1,80.85,1,2,5,Offer A,1,1,0,1,Bank Withdrawal,1,452,1,Q3,1,4,0,California,1,1,0,72,5824.75,10,699.84,0,6534.59,0,0,95941,0
36,20,39.9,Pasadena,3443,Month-to-Month,United States,8229-TNIQA,Churned,0,0,Female,1,1,"34.13946, -118.166649",34.13946,-118.166649,0,45.3,0,0,0,Offer E,0,0,1,0,Credit Card,1,10253,0,Q3,0,2,0,California,0,0,0,4,196.95,0,159.6,0,356.55,0,1,91105,1
55,29,0,Whittier,5941,One Year,United States,8050-WYBND,Stayed,1,1,Female,1,2,"33.976678, -118.065875",33.976678,-118.065875,0,49.45,0,2,0,,0,0,1,0,Credit Card,0,32148,0,Q3,0,3,0,California,1,1,1,22,1031.4,0,0,0,1031.4,0,1,90606,0
26,0,45.13,San Francisco,4868,Month-to-Month,United States,9027-YFHQJ,Stayed,0,0,Male,0,,"37.720498, -122.443119",37.720498,-122.443119,0,25.05,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,73117,0,Q3,0,5,0,California,0,0,0,7,152.95,0,315.91,0,468.86,1,0,94112,0
31,0,27.7,Bodfish,5390,One Year,United States,6051-PTVNS,Stayed,1,0,Female,0,,"35.523991, -118.400432",35.523991,-118.400432,1,19.15,0,1,0,Offer B,0,0,0,1,Credit Card,1,1954,0,Q3,0,3,0,California,0,0,0,55,998.1,0,1523.5,0,2521.6,0,0,93205,0
62,0,10.32,Copperopolis,4116,Two Year,United States,0621-CXBKL,Stayed,0,0,Female,0,,"37.943954, -120.67108",37.943954,-120.67108,0,18.7,0,0,0,Offer B,0,0,0,0,Mailed Check,1,2633,0,Q3,0,5,0,California,0,0,0,53,1005.7,0,546.96,0,1552.66,0,0,95228,0
64,13,22.41,Lake Elsinore,4022,One Year,United States,4374-YMUSQ,Stayed,0,1,Male,1,3,"33.655421, -117.391751",33.655421,-117.391751,0,116.25,1,0,0,Offer C,1,1,0,0,Credit Card,1,38519,1,Q3,0,3,0,California,1,1,1,34,3899.05,0,761.94,0,4660.99,0,1,92530,0
20,48,8.3,Campo Seco,3652,Month-to-Month,United States,5438-QMDDL,Stayed,0,0,Female,1,2,"38.233879, -120.861666",38.233879,-120.861666,1,59.8,0,0,3,,1,0,1,1,Credit Card,1,75,0,Q3,1,3,0,California,1,1,0,19,1130.85,0,157.7,0,1288.55,1,1,95226,0
32,18,42.55,Lomita,4741,Month-to-Month,United States,3096-IZETN,Churned,0,0,Female,1,3,"33.794209, -118.317354",33.794209,-118.317354,0,78.1,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,21065,0,Q3,0,3,0,California,1,1,0,12,947.3,0,510.6,0,1457.9,0,1,90717,1
43,25,6.68,Capitola,4135,One Year,United States,8008-ESFLK,Stayed,0,1,Female,1,3,"36.977025, -121.952864",36.977025,-121.952864,1,110.5,0,0,1,,1,1,0,1,Bank Withdrawal,1,9673,1,Q3,1,3,0,California,1,1,1,53,5835.5,0,354.04,0,6189.54,0,1,95010,0
40,20,12.54,San Diego,5964,Month-to-Month,United States,5228-EXCET,Churned,0,0,Male,1,3,"32.886925, -117.152162",32.886925,-117.152162,0,80.85,0,0,0,,0,0,1,0,Bank Withdrawal,1,74232,0,Q3,0,1,0,California,1,1,0,13,1008.7,0,163.02,0,1171.72,0,1,92126,1
35,0,32.54,Corona,5535,Month-to-Month,United States,4397-FRLTA,Stayed,0,0,Female,0,,"33.762351, -117.488725",33.762351,-117.488725,0,20.15,0,0,0,Offer E,0,0,0,0,Credit Card,1,13188,0,Q3,0,4,0,California,0,0,0,4,84.5,0,130.16,0,214.66,0,0,92883,0
21,0,35.46,Apple Valley,2011,Two Year,United States,6048-NJXHX,Stayed,0,0,Male,0,,"34.424926, -117.184503",34.424926,-117.184503,1,19.75,0,0,1,Offer B,0,0,1,1,Bank Withdrawal,1,28819,0,Q3,1,4,0,California,0,0,0,41,899.45,0,1453.86,0,2353.31,1,0,92308,0
40,15,41.03,Camarillo,3407,Month-to-Month,United States,5982-FPVQN,Stayed,1,1,Female,1,3,"34.205504, -118.993111",34.205504,-118.993111,1,95.15,1,1,2,,1,0,1,1,Bank Withdrawal,1,24945,0,Q3,1,3,0,California,1,1,0,37,3532.85,0,1518.11,0,5050.96,0,1,93012,0
33,12,3.47,Hilmar,3459,Two Year,United States,5232-NXPAY,Stayed,0,1,Female,1,2,"37.394536, -120.890747",37.394536,-120.890747,0,74.45,0,0,0,Offer B,0,0,0,0,Credit Card,1,7177,1,Q3,0,3,0,California,1,1,1,47,3510.3,0,163.09,0,3673.39,0,1,95324,0
27,48,10.4,Los Angeles,5822,Month-to-Month,United States,5129-JLPIS,Stayed,0,1,Male,1,3,"34.028331, -118.354338",34.028331,-118.354338,0,105.5,0,0,0,,0,1,1,0,Bank Withdrawal,1,46984,1,Q3,0,3,0,California,1,1,1,25,2686.05,0,260,0,2946.05,1,1,90016,0
73,6,30.17,San Diego,5536,Month-to-Month,United States,9497-QCMMS,Churned,0,0,Male,1,3,"32.825086, -117.199424",32.825086,-117.199424,0,93.55,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,51213,0,Q3,0,1,1,California,1,0,1,1,93.55,0,30.17,0,123.72,0,1,92117,1
39,0,31.37,Northridge,2056,Two Year,United States,4933-BSAIP,Stayed,0,0,Female,0,,"34.238208, -118.55029",34.238208,-118.55029,1,19.1,0,0,1,,0,0,0,1,Credit Card,1,25751,0,Q3,1,3,0,California,0,0,0,40,780.1,0,1254.8,45.6,1989.3,0,0,91324,0
44,22,17.18,Woodland,4110,Month-to-Month,United States,4250-FDVOU,Churned,0,0,Female,1,2,"38.71967, -121.862416",38.71967,-121.862416,0,56.25,0,0,0,Offer E,1,1,0,0,Bank Withdrawal,1,38547,0,Q3,0,1,0,California,0,0,0,6,389.1,0,103.08,0,492.18,0,1,95695,1
28,48,46.9,Orland,4847,One Year,United States,2924-KHUVI,Stayed,0,0,Male,1,3,"39.748037, -122.302169",39.748037,-122.302169,1,100.55,1,0,7,,0,1,1,1,Bank Withdrawal,1,13706,0,Q3,1,3,0,California,1,1,1,56,5514.95,0,2626.4,0,8141.35,1,1,95963,0
24,47,6.36,Delano,4736,One Year,United States,4800-CZMPC,Churned,0,0,Female,1,3,"35.772244, -119.209689",35.772244,-119.209689,1,103.25,1,0,1,Offer B,1,1,1,1,Credit Card,1,37280,0,Q3,1,1,0,California,1,1,1,48,5037.55,0,305.28,0,5342.83,1,1,93215,1
20,48,41.15,Valyermo,4620,One Year,United States,3758-CKOQL,Stayed,0,1,Female,1,3,"34.39583, -117.734568",34.39583,-117.734568,1,107,1,0,7,Offer B,1,1,1,1,Credit Card,1,413,1,Q3,1,4,0,California,1,1,0,59,6152.3,0,2427.85,0,8580.15,1,0,93563,0
36,17,13.14,Los Alamos,4273,Two Year,United States,5574-NXZIU,Stayed,0,1,Male,1,3,"34.758699, -120.275839",34.758699,-120.275839,0,109.2,0,0,0,,1,1,0,0,Credit Card,1,1328,1,Q3,0,4,0,California,1,1,1,63,7049.75,0,827.82,0,7877.57,0,1,93440,0
62,29,20.1,Stockton,4830,Month-to-Month,United States,0411-EZJZE,Joined,0,0,Female,1,2,"37.946282, -121.139499",37.946282,-121.139499,0,60.25,1,0,0,,0,0,1,0,Bank Withdrawal,1,23789,0,Q3,0,4,0,California,0,0,1,3,170.5,70,60.3,0,300.8,0,0,95215,0
54,20,5.32,San Diego,2683,Month-to-Month,United States,2868-SNELZ,Churned,0,1,Female,1,3,"32.85723, -117.209764",32.85723,-117.209774,0,80.6,1,0,0,,0,0,0,0,Credit Card,1,34902,0,Q3,0,1,0,California,0,0,0,2,155.8,0,10.64,0,166.44,0,1,92122,1
48,0,11.81,Scott Bar,6440,Two Year,United States,3359-DSRKA,Stayed,1,0,Female,0,,"41.737962, -123.07557",41.737962,-123.07557,1,19.85,0,3,9,Offer B,0,0,1,1,Credit Card,1,88,0,Q3,1,4,0,California,0,0,0,58,1158.85,0,684.98,0,1843.83,0,0,96085,0
46,14,10.23,Miramonte,6034,Two Year,United States,1972-XMUWV,Stayed,0,0,Female,1,1,"36.696759, -119.024051",36.696759,-119.024051,1,59.8,0,0,7,,0,0,1,1,Credit Card,1,571,1,Q3,1,5,0,California,0,0,1,65,3808.2,0,664.95,0,4473.15,0,1,93641,0
40,8,36.47,Harbor City,2994,One Year,United States,2746-DIJLO,Stayed,0,0,Female,1,2,"33.798266, -118.300237",33.798266,-118.300237,0,56.3,1,0,0,Offer B,1,0,1,0,Credit Card,1,24660,0,Q3,0,5,0,California,0,0,0,41,2364,0,1495.27,0,3859.27,0,1,90710,0
51,18,48.02,Strawberry Valley,3363,Two Year,United States,6568-POCUI,Stayed,0,0,Female,1,3,"39.58458, -121.093256",39.58458,-121.093256,1,95.2,0,0,3,,0,0,1,1,Credit Card,1,101,1,Q3,1,5,0,California,1,1,1,45,4285.8,50,2160.9,43.95,6452.75,0,0,95981,0
62,18,26.51,San Diego,4971,Month-to-Month,United States,7394-FKDNK,Churned,0,0,Female,1,3,"32.886925, -117.152162",32.886925,-117.152162,1,89.45,0,0,3,Offer E,0,0,0,1,Bank Withdrawal,1,74232,0,Q3,1,2,0,California,1,1,1,9,853.1,0,238.59,0,1091.69,0,1,92126,1
