Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Internet Service,Internet Type,Monthly Charge,Multiple Lines,Phone Service,Population,Satisfaction Score,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Unlimited Data,Churn
33,56.0,26.09,5447,Month-to-Month,1,Fiber Optic,106.9,0,1,303,3,1,1,1,35,3756.45,150.0,913.15,4785.13,0,0
37,0.0,20.96,2269,One Year,0,Fiber Optic,20.55,0,1,19109,4,0,0,0,27,583.3,0.0,565.92,1149.22,0,0
47,0.0,46.91,3636,Month-to-Month,0,Fiber Optic,20.2,0,1,56517,4,0,0,0,19,382.2,0.0,891.29,1273.49,0,0
27,59.0,20.44,2827,Month-to-Month,1,Fiber Optic,94.25,0,1,39089,1,1,1,1,16,1483.25,140.0,327.04,1950.29,0,1
44,25.0,38.02,5176,Month-to-Month,1,Fiber Optic,75.1,0,1,40137,5,0,0,0,16,1212.85,0.0,608.32,1821.17,1,0
40,29.0,0.0,5224,Two Year,1,Cable,58.25,0,0,6526,5,1,1,1,71,4145.9,0.0,0.0,4145.9,1,0
41,6.0,30.04,3565,Month-to-Month,1,DSL,43.9,0,1,25135,5,0,0,0,7,278.4,0.0,210.28,488.68,1,0
47,53.0,26.35,4667,Two Year,1,DSL,86.9,1,1,91,3,1,1,1,69,6194.1,0.0,1818.15,8012.25,1,0
50,17.0,14.35,2650,Month-to-Month,1,Fiber Optic,76.1,1,1,13483,4,0,0,0,3,257.6,0.0,43.05,300.65,1,0
33,10.0,29.03,3916,Month-to-Month,1,Fiber Optic,71.65,0,1,9465,3,0,0,0,2,135.75,0.0,58.06,193.81,1,0
21,59.0,14.86,5308,Two Year,1,Cable,82.45,0,1,25,3,1,1,1,68,5646.6,90.0,1010.48,6747.08,0,0
63,26.0,5.65,3476,Month-to-Month,1,Fiber Optic,84.05,0,1,4318,3,0,0,1,34,2909.95,0.0,192.1,3102.05,1,0
71,6.0,21.67,5271,One Year,1,Cable,60.05,1,1,27023,1,0,0,0,53,3229.65,100.0,1148.51,4478.16,0,1
24,76.0,49.61,4705,One Year,1,DSL,75.0,0,1,2966,3,1,1,1,26,1908.35,0.0,1289.86,3198.21,1,0
46,3.0,0.0,2734,Month-to-Month,1,Cable,29.6,0,0,20643,1,0,0,0,3,79.45,0.0,0.0,79.45,1,1
20,0.0,38.97,2616,Month-to-Month,0,Fiber Optic,25.45,1,1,26240,5,0,0,0,4,84.2,0.0,155.88,240.08,0,0
20,26.0,34.14,5720,Month-to-Month,1,Fiber Optic,105.5,1,1,15757,1,1,1,1,65,6985.65,0.0,2219.1,9204.75,1,1
21,30.0,42.98,4626,Month-to-Month,1,DSL,61.15,0,1,23393,1,0,0,0,22,1422.05,80.0,945.56,2447.61,0,1
48,0.0,4.09,2507,Month-to-Month,0,Fiber Optic,20.3,0,1,25923,5,0,0,0,1,20.3,0.0,4.09,24.39,0,0
62,0.0,36.16,2654,Two Year,0,Fiber Optic,20.85,0,1,15195,4,0,0,0,19,467.5,0.0,687.04,1154.54,0,0
30,76.0,12.59,3477,Month-to-Month,1,Cable,53.45,0,1,301,4,0,0,0,2,119.5,0.0,25.18,144.68,1,0
47,6.0,1.13,5086,Month-to-Month,1,Fiber Optic,90.85,0,1,33038,3,1,1,1,1,90.85,0.0,1.13,91.98,1,1
48,30.0,47.45,4722,Month-to-Month,1,DSL,65.2,1,1,576,1,1,1,0,16,1043.35,0.0,759.2,1802.55,1,1
61,30.0,21.84,4703,Two Year,1,DSL,74.55,1,1,843,3,0,0,1,72,5430.65,0.0,1572.48,7003.13,1,0
52,19.0,6.85,4463,Two Year,1,DSL,70.45,1,1,53204,3,0,0,0,72,5165.7,0.0,493.2,5658.9,1,0
22,27.0,0.0,4283,Two Year,1,Cable,49.65,0,0,390,4,1,1,1,49,2409.9,0.0,0.0,2409.9,1,0
24,73.0,39.92,2165,Month-to-Month,1,Fiber Optic,80.0,0,1,14814,4,0,0,1,8,624.6,0.0,319.36,943.96,1,0
30,0.0,8.21,5409,Two Year,0,Fiber Optic,24.25,1,1,34447,5,0,0,0,71,1732.95,0.0,582.91,2315.86,0,0
44,3.0,10.13,4120,One Year,1,Fiber Optic,94.65,1,1,88,4,0,0,1,46,4312.5,0.0,465.98,4778.48,1,0
44,53.0,0.0,5880,Month-to-Month,1,DSL,29.65,0,0,471,3,0,0,0,3,90.05,0.0,0.0,90.05,1,0
80,18.0,0.0,2061,Month-to-Month,1,Cable,40.05,0,0,3002,1,1,0,0,22,880.2,0.0,0.0,880.2,1,1
56,0.0,2.15,3078,Month-to-Month,0,Fiber Optic,20.35,0,1,4517,4,0,0,0,37,697.65,0.0,79.55,732.13,0,0
60,26.0,49.61,4446,One Year,1,Fiber Optic,89.2,0,1,98239,4,1,1,0,35,3251.3,0.0,1736.35,4987.65,1,0
40,20.0,38.32,5877,Month-to-Month,1,DSL,50.3,1,1,1933,3,0,0,0,18,913.3,0.0,689.76,1603.06,1,0
22,52.0,14.75,4271,Month-to-Month,1,Fiber Optic,105.5,1,1,30876,4,1,1,1,62,6487.2,150.0,914.5,7551.7,0,0
45,0.0,30.07,2687,Month-to-Month,0,Fiber Optic,19.55,0,1,33878,3,0,0,0,31,658.95,0.0,932.17,1591.12,0,1
35,53.0,45.61,3202,Month-to-Month,1,DSL,50.3,0,1,16198,3,0,0,0,17,846.8,0.0,775.37,1622.17,1,0
61,16.0,44.97,5755,Month-to-Month,1,Fiber Optic,82.3,0,1,9395,4,0,0,0,3,214.4,20.0,134.91,369.31,0,0
48,0.0,34.79,3040,Two Year,0,Fiber Optic,25.1,1,1,31556,3,0,0,0,36,930.95,0.0,1252.44,2183.39,0,0
21,42.0,1.28,2142,Month-to-Month,1,Fiber Optic,74.6,1,1,67520,5,0,0,0,8,548.9,0.0,10.24,559.14,1,0
63,0.0,10.46,6059,Two Year,0,Fiber Optic,25.35,1,1,3499,3,0,0,0,70,1715.15,0.0,732.2,2447.35,0,0
25,71.0,33.88,4495,Two Year,1,Fiber Optic,116.2,1,1,1851,2,1,1,1,67,7752.3,0.0,2269.96,10022.26,1,1
31,9.0,0.0,4909,Month-to-Month,1,DSL,24.45,0,0,46171,1,0,0,0,4,86.6,0.0,0.0,86.6,1,1
64,9.0,13.64,5148,Month-to-Month,1,Fiber Optic,90.9,1,1,51213,2,1,1,0,14,1259.0,0.0,190.96,1449.96,1,1
33,9.0,47.89,3981,Month-to-Month,1,Fiber Optic,98.85,1,1,29914,4,1,1,1,32,3145.9,0.0,1532.48,4678.38,1,0
49,0.0,2.85,5566,Month-to-Month,0,Fiber Optic,19.4,0,1,26055,3,0,0,0,1,19.4,0.0,2.85,22.25,0,0
24,0.0,20.29,3926,Month-to-Month,0,Fiber Optic,19.75,0,1,32143,3,0,0,0,10,208.25,0.0,202.9,411.15,0,0
56,10.0,30.35,2444,Month-to-Month,1,Fiber Optic,78.85,1,1,42239,5,0,0,0,22,1600.25,50.0,667.7,2317.95,0,0
55,9.0,33.37,5115,Two Year,1,DSL,76.1,1,1,722,4,0,0,1,70,5264.25,110.0,2335.9,7710.15,0,0
38,25.0,32.22,6378,Two Year,1,Fiber Optic,104.9,1,1,31293,4,1,1,0,72,7732.65,0.0,2319.84,10052.49,1,0
77,25.0,30.11,4140,Two Year,1,Fiber Optic,69.35,0,1,170,3,0,0,0,4,261.65,0.0,120.44,382.09,1,0
57,11.0,11.32,4131,One Year,1,DSL,59.9,0,1,41237,3,0,0,0,28,1654.7,0.0,316.96,1971.66,1,0
64,0.0,23.81,6019,Two Year,0,Fiber Optic,25.3,1,1,947,4,0,0,0,66,1673.8,0.0,1571.46,3245.26,0,0
44,13.0,15.76,2451,Month-to-Month,1,DSL,44.9,0,1,57017,3,0,0,0,1,44.9,0.0,15.76,60.66,1,0
21,71.0,14.6,4415,Month-to-Month,1,Fiber Optic,74.4,1,1,67354,1,0,1,0,3,229.55,0.0,43.8,264.61,1,1
22,0.0,36.37,2299,Two Year,0,Fiber Optic,25.35,1,1,8692,4,0,0,0,10,253.5,0.0,363.7,617.2,0,0
36,0.0,14.27,3977,One Year,0,Fiber Optic,18.8,0,1,43161,4,0,0,0,15,294.95,0.0,214.05,509.0,0,0
46,17.0,0.0,5041,Two Year,1,DSL,45.25,0,0,33057,4,0,0,0,72,3139.8,0.0,0.0,3139.8,1,0
22,0.0,31.93,5730,Two Year,0,Fiber Optic,19.9,0,1,407,4,0,0,0,72,1529.65,0.0,2298.96,3828.61,0,0
50,18.0,44.76,2667,One Year,1,DSL,70.95,1,1,1072,3,1,1,0,48,3629.2,0.0,2148.48,5777.68,1,0
30,59.0,41.78,2632,Month-to-Month,1,DSL,44.9,0,1,47613,2,0,0,0,1,44.9,0.0,41.78,86.68,1,1
32,13.0,33.62,4780,Month-to-Month,1,Fiber Optic,87.8,0,1,41979,4,1,1,1,29,2621.75,0.0,974.98,3596.73,1,0
29,73.0,36.75,5530,Month-to-Month,1,Fiber Optic,91.85,1,1,51213,3,0,1,1,65,5940.85,0.0,2388.75,8329.6,1,1
37,21.0,39.85,4525,Month-to-Month,1,Fiber Optic,75.75,1,1,4610,5,0,0,0,10,777.3,0.0,398.5,1175.8,1,0
51,4.0,44.31,5213,Two Year,1,Fiber Optic,115.1,1,1,14477,3,1,1,1,64,7334.05,0.0,2835.84,10169.89,1,0
74,18.0,32.9,6084,Two Year,1,DSL,75.15,1,1,46214,4,1,1,0,50,3822.45,0.0,1645.0,5467.45,1,0
25,85.0,26.51,5220,One Year,1,Cable,65.4,0,1,46626,1,1,1,0,36,2498.4,0.0,954.36,3452.76,1,1
30,59.0,9.37,6107,Month-to-Month,1,DSL,59.45,0,1,31352,3,1,1,0,52,3043.7,0.0,487.24,3530.94,1,0
58,0.0,40.0,3047,Two Year,0,Fiber Optic,21.25,0,1,1933,3,0,0,0,30,711.9,0.0,1200.0,1911.9,0,0
29,0.0,7.32,4801,Month-to-Month,0,Fiber Optic,20.55,0,1,98239,4,0,0,0,1,20.55,0.0,7.32,27.87,0,0
46,14.0,46.21,3818,One Year,1,Cable,62.3,0,1,27414,3,1,1,0,38,2354.8,0.0,1755.98,4110.78,1,1
41,14.0,0.0,3752,One Year,1,DSL,35.55,0,0,3169,3,0,0,0,39,1309.15,0.0,0.0,1309.15,1,0
58,21.0,17.9,4296,Two Year,1,Fiber Optic,118.65,1,1,1090,3,1,1,1,71,8477.6,0.0,1270.9,9748.5,1,0
20,59.0,29.41,3458,Month-to-Month,1,Fiber Optic,78.05,0,1,1968,1,0,1,1,1,78.05,10.0,29.41,117.46,0,1
57,0.0,45.75,4722,Two Year,0,Fiber Optic,19.3,0,1,13065,4,0,0,0,72,1414.8,0.0,3294.0,4708.8,0,0
43,24.0,8.69,3271,Month-to-Month,1,Fiber Optic,73.15,1,1,37322,5,0,0,0,39,2730.85,0.0,338.91,3069.76,1,0
33,0.0,16.81,5747,Month-to-Month,0,Fiber Optic,20.1,0,1,42239,1,0,0,0,1,20.1,0.0,16.81,36.91,0,1
54,0.0,30.82,3948,Two Year,0,Fiber Optic,24.0,1,1,49027,3,0,0,0,48,1183.05,0.0,1479.36,2662.41,0,0
69,11.0,3.76,4053,One Year,1,Fiber Optic,97.0,0,1,1205,3,1,0,0,64,6430.9,0.0,240.64,6671.54,1,0
31,0.0,7.72,5346,Month-to-Month,0,Fiber Optic,20.7,0,1,47344,5,0,0,0,6,112.75,0.0,46.32,159.07,0,0
58,16.0,8.39,5979,Two Year,1,DSL,59.75,0,1,471,3,0,0,1,66,3996.8,0.0,553.74,4550.54,1,0
43,20.0,0.0,2578,Two Year,1,Cable,52.55,0,0,12149,3,0,0,1,10,525.5,0.0,0.0,525.5,1,0
65,6.0,16.36,5203,Month-to-Month,1,Fiber Optic,78.95,1,1,10153,1,0,0,0,14,1101.85,0.0,229.04,1330.89,1,1
77,18.0,26.95,4419,Month-to-Month,1,Fiber Optic,76.45,0,1,32369,2,0,0,0,7,503.6,0.0,188.65,681.2,0,1
30,71.0,42.4,5364,One Year,1,Fiber Optic,107.75,1,1,16398,3,1,1,1,61,6521.9,0.0,2586.4,9108.3,1,0
36,0.0,20.56,5335,Two Year,0,Fiber Optic,24.45,1,1,407,3,0,0,0,72,1709.1,0.0,1480.32,3189.42,0,0
19,0.0,5.7,4974,Two Year,0,Fiber Optic,21.0,0,1,963,5,0,0,0,72,1493.75,0.0,410.4,1904.15,0,0
28,59.0,42.99,5494,Month-to-Month,1,Fiber Optic,74.6,0,1,31422,5,0,0,0,1,74.6,0.0,42.99,117.59,1,0
32,28.0,20.52,2786,Month-to-Month,1,Cable,95.0,1,1,43467,1,1,1,1,7,655.5,10.0,143.64,772.54,0,1
77,19.0,49.21,4848,One Year,1,Fiber Optic,100.4,1,1,304,3,1,0,1,32,3217.65,0.0,1574.72,4792.37,1,0
43,20.0,36.55,4454,Two Year,1,Fiber Optic,96.6,1,1,1729,3,0,0,0,66,6424.25,0.0,2412.3,8836.55,1,0
25,51.0,24.77,5056,Month-to-Month,1,Fiber Optic,106.6,1,1,41575,4,1,1,1,56,5893.95,0.0,1387.12,7281.07,1,0
31,0.0,23.43,4626,Two Year,0,Fiber Optic,20.8,0,1,31,5,0,0,0,72,1521.2,0.0,1686.96,3208.16,0,0
67,27.0,26.1,3110,Month-to-Month,1,DSL,57.15,0,1,81986,1,0,0,0,38,2250.65,0.0,991.8,3242.45,1,1
52,76.0,2.96,2871,Month-to-Month,1,DSL,69.2,1,1,45257,3,1,1,0,14,944.65,0.0,41.44,986.09,1,0
70,22.0,21.9,5039,Two Year,1,Fiber Optic,84.05,1,1,39334,3,1,0,0,2,186.05,0.0,43.8,229.85,1,0
40,0.0,27.59,3167,Month-to-Month,0,Fiber Optic,20.15,0,1,1195,4,0,0,0,1,20.15,0.0,27.59,47.74,0,0
55,4.0,46.36,4852,Month-to-Month,1,Fiber Optic,83.75,0,1,18735,2,0,0,1,3,247.25,0.0,139.08,386.33,1,1
50,23.0,47.91,5001,Two Year,1,DSL,89.05,1,1,26933,3,1,1,1,68,6185.8,0.0,3257.88,9443.68,1,0
53,14.0,9.46,2583,Month-to-Month,1,Fiber Optic,79.9,1,1,55486,4,0,0,0,42,3313.4,0.0,397.32,3687.25,1,0
39,16.0,31.15,5641,Two Year,1,Cable,85.45,1,1,9902,4,1,1,1,72,6227.5,0.0,2242.8,8470.3,1,0
57,24.0,42.67,5591,Two Year,1,DSL,65.3,1,1,53636,1,0,0,0,70,4759.75,0.0,2986.9,7746.65,1,1
69,6.0,7.94,5884,Month-to-Month,1,Fiber Optic,101.9,1,1,40705,1,1,0,1,53,5549.4,0.0,420.82,5970.22,1,1
62,10.0,32.12,5056,Month-to-Month,1,Fiber Optic,96.25,0,1,46171,2,1,1,1,5,512.45,0.0,160.6,673.05,1,1
58,19.0,1.1,3334,Month-to-Month,1,Cable,64.4,1,1,20486,4,0,0,1,4,253.0,0.0,4.4,257.4,1,0
53,26.0,14.48,3940,Month-to-Month,1,Fiber Optic,75.8,0,1,13485,1,0,0,0,1,75.8,0.0,14.48,90.28,1,1
22,85.0,1.74,5146,One Year,1,DSL,65.25,0,1,29124,5,0,0,1,22,1441.8,0.0,38.28,1480.08,1,0
38,14.0,47.95,5601,Two Year,1,DSL,79.6,0,1,504,4,1,1,1,68,5515.8,0.0,3260.6,8776.4,1,0
44,0.0,4.42,2236,Two Year,0,Fiber Optic,20.05,0,1,29687,3,0,0,0,34,679.0,0.0,150.28,829.28,0,0
61,53.0,25.85,5237,One Year,1,Cable,49.45,0,1,155,3,0,0,0,23,1119.35,0.0,594.55,1713.9,1,0
49,22.0,43.51,5436,Two Year,1,DSL,88.0,1,1,32562,3,1,1,1,68,6161.9,40.0,2958.68,9160.58,0,0
27,71.0,42.37,4606,One Year,1,Fiber Optic,99.8,1,1,15505,4,1,1,1,56,5515.45,0.0,2372.72,7888.17,1,0
67,15.0,16.78,3715,Month-to-Month,1,Fiber Optic,79.85,1,1,25399,3,0,0,0,19,1471.75,0.0,318.82,1790.57,1,1
26,42.0,14.0,5667,Two Year,1,Cable,80.6,0,1,13422,5,1,1,1,60,4946.7,0.0,840.0,5786.7,1,0
38,0.0,49.5,5234,Two Year,0,Fiber Optic,19.4,0,1,41979,5,0,0,0,72,1363.25,0.0,3564.0,4927.25,0,0
38,0.0,18.86,5998,Two Year,0,Fiber Optic,24.3,1,1,32718,4,0,0,0,35,821.6,0.0,660.1,1481.7,0,0
32,28.0,24.3,2454,Month-to-Month,1,DSL,50.15,0,1,18197,4,0,0,0,40,2058.5,0.0,972.0,2993.47,1,0
31,10.0,37.76,2928,Month-to-Month,1,Fiber Optic,70.0,0,1,16985,3,0,0,0,2,153.05,0.0,75.52,228.57,1,1
60,26.0,42.04,2761,One Year,1,Cable,54.15,0,1,46342,2,0,0,0,45,2319.8,0.0,1891.8,4211.6,1,1
33,23.0,0.0,4652,Two Year,1,Cable,50.55,0,0,13723,4,1,1,1,66,3364.55,110.0,0.0,3474.55,0,0
29,52.0,31.14,4403,Month-to-Month,1,Cable,65.25,1,1,42425,1,0,0,0,31,1994.3,120.0,965.34,3079.64,0,1
43,53.0,13.45,4162,Month-to-Month,1,Fiber Optic,79.4,0,1,49729,4,0,0,0,55,4238.45,0.0,739.75,4978.2,1,0
45,9.0,32.33,3473,Month-to-Month,1,Fiber Optic,95.65,1,1,43192,2,1,1,1,1,95.65,0.0,32.33,127.98,1,1
20,0.0,2.68,2360,Month-to-Month,0,Fiber Optic,19.35,0,1,28727,5,0,0,0,37,683.75,0.0,99.16,782.91,0,0
25,52.0,0.0,2270,Month-to-Month,1,Cable,45.0,0,0,24206,5,1,1,1,6,298.7,0.0,0.0,298.7,1,0
44,0.0,47.19,4476,Month-to-Month,0,Fiber Optic,20.75,0,1,268,5,0,0,0,7,141.1,0.0,330.33,471.43,0,0
75,15.0,34.31,5581,One Year,1,Fiber Optic,80.35,1,1,1203,4,0,0,0,68,5589.3,0.0,2333.08,7922.38,1,0
39,0.0,49.13,6025,Two Year,0,Fiber Optic,25.1,1,1,39089,4,0,0,0,66,1697.7,0.0,3242.58,4940.28,0,0
64,17.0,16.67,4701,Month-to-Month,1,Cable,69.4,1,1,55306,3,0,0,1,42,3058.3,0.0,700.14,3758.44,1,0
62,0.0,18.81,6338,Two Year,0,Fiber Optic,19.85,0,1,5635,3,0,0,0,53,1049.6,0.0,996.93,2046.53,0,0
47,12.0,31.08,3859,Month-to-Month,1,DSL,74.65,1,1,19630,4,1,1,0,41,3090.65,100.0,1274.28,4464.93,0,0
80,19.0,39.88,5443,Month-to-Month,1,Fiber Optic,73.65,1,1,3070,3,0,0,0,1,73.65,0.0,39.88,113.53,1,1
69,2.0,22.56,3357,Month-to-Month,1,Cable,50.55,1,1,11463,1,0,0,0,1,50.55,0.0,22.56,73.11,1,1
63,2.0,27.04,4145,Two Year,1,DSL,69.5,1,1,24945,5,1,1,0,50,3418.2,0.0,1352.0,4764.47,1,0
72,13.0,2.18,4899,Two Year,1,Fiber Optic,74.05,0,1,1201,3,0,0,0,8,600.15,0.0,17.44,617.59,1,0
46,26.0,0.0,5460,Two Year,1,Cable,49.85,0,0,88230,3,1,1,0,70,3370.2,0.0,0.0,3370.2,1,0
19,52.0,1.24,5787,Month-to-Month,1,DSL,55.35,0,1,74025,2,0,1,0,3,165.2,0.0,3.72,168.92,1,1
45,9.0,27.69,4220,Month-to-Month,1,Fiber Optic,73.85,1,1,699,4,0,0,0,6,401.3,0.0,166.14,567.44,1,0
38,16.0,5.62,4769,Month-to-Month,1,Fiber Optic,80.0,1,1,42239,3,0,0,0,51,4242.35,0.0,286.62,4528.97,1,1
29,85.0,27.37,2200,Month-to-Month,1,DSL,55.15,0,1,116,3,0,0,0,24,1319.85,0.0,656.88,1976.73,1,0
25,59.0,21.96,5551,Two Year,1,Fiber Optic,105.5,1,1,1537,3,1,1,1,72,7544.0,0.0,1581.12,9125.12,1,0
20,0.0,18.28,4925,Month-to-Month,0,Fiber Optic,19.65,0,1,16357,3,0,0,0,4,67.55,0.0,73.12,140.67,0,0
37,26.0,46.33,4614,One Year,1,Fiber Optic,98.9,0,1,34146,3,1,1,1,10,1064.95,0.0,463.3,1528.25,1,0
41,27.0,8.31,3365,Month-to-Month,1,Fiber Optic,69.5,0,1,513,1,0,0,0,1,69.5,0.0,8.31,77.81,1,1
61,24.0,13.39,4579,Month-to-Month,1,Fiber Optic,80.35,1,1,45086,3,0,0,0,21,1747.2,0.0,281.19,2028.39,1,0
40,25.0,0.0,4116,Month-to-Month,1,Cable,48.7,0,0,47305,4,1,1,0,53,2495.2,0.0,0.0,2495.2,1,0
78,23.0,46.65,4845,One Year,1,Fiber Optic,85.55,1,1,4948,4,0,0,0,61,5251.75,0.0,2845.65,8097.4,1,0
55,2.0,0.0,2863,Month-to-Month,1,DSL,39.5,0,0,6773,2,1,1,0,5,210.75,0.0,0.0,171.48,1,1
57,0.0,7.91,5972,One Year,0,Fiber Optic,20.85,0,1,24227,5,0,0,0,67,1327.4,0.0,529.97,1857.37,0,0
80,30.0,31.91,4322,Month-to-Month,1,Cable,79.6,0,1,11,3,1,0,0,2,195.05,0.0,63.82,258.87,1,1
25,76.0,7.31,6494,One Year,1,DSL,68.75,1,1,174,3,1,1,0,56,3815.4,110.0,409.36,4334.76,0,0
33,53.0,2.31,3607,One Year,1,Cable,56.25,0,1,9559,4,0,0,0,24,1454.25,0.0,55.44,1509.69,1,0
43,0.0,23.18,2028,One Year,0,Fiber Optic,24.4,1,1,88,5,0,0,0,8,203.95,0.0,185.44,389.39,0,0
67,20.0,0.0,3766,Month-to-Month,1,DSL,36.45,0,0,3193,1,0,0,1,3,93.7,0.0,0.0,93.7,1,1
58,0.0,11.74,4879,Two Year,0,Fiber Optic,25.6,1,1,986,3,0,0,0,67,1784.9,0.0,786.58,2571.48,0,0
23,73.0,48.03,4094,Month-to-Month,1,Cable,45.05,0,1,333,1,0,1,0,1,45.05,0.0,48.03,93.08,1,1
27,59.0,8.5,5799,Month-to-Month,1,Fiber Optic,73.55,0,1,84965,1,0,1,0,2,145.4,0.0,17.0,162.4,1,1
26,73.0,38.99,5656,Two Year,1,Cable,71.45,1,1,8365,3,0,1,1,72,5025.85,0.0,2807.28,7833.13,1,0
54,0.0,8.02,3753,Month-to-Month,0,Fiber Optic,19.5,0,1,1447,5,0,0,0,1,19.5,0.0,8.02,27.52,0,0
30,0.0,10.0,6072,One Year,0,Fiber Optic,19.7,0,1,49247,4,0,0,0,70,1341.5,0.0,700.0,2041.5,0,0
46,13.0,9.22,4756,Month-to-Month,1,Fiber Optic,92.6,1,1,1519,4,1,1,1,17,1579.7,0.0,156.74,1736.44,1,0
67,6.0,45.72,2718,Month-to-Month,1,Fiber Optic,89.5,0,1,24443,2,1,0,1,5,477.7,0.0,228.6,706.3,1,1
29,59.0,47.64,5893,One Year,1,Fiber Optic,97.05,0,1,13212,5,1,1,1,48,4692.95,0.0,2286.72,6979.67,1,0
28,0.0,15.68,3629,Two Year,0,Fiber Optic,24.55,1,1,14062,4,0,0,0,47,1160.45,0.0,736.96,1897.41,0,0
56,18.0,36.74,2215,One Year,1,Cable,64.5,0,1,4097,5,0,0,1,30,1985.15,0.0,1102.2,3087.35,1,0
68,28.0,48.43,4826,Month-to-Month,1,DSL,54.9,1,1,200,4,0,0,0,67,3725.5,0.0,3244.81,6970.31,1,0
49,23.0,26.58,5251,Month-to-Month,1,Fiber Optic,80.15,0,1,6216,3,0,0,0,2,194.55,0.0,53.16,247.71,1,0
51,8.0,42.41,4834,Month-to-Month,1,Fiber Optic,76.85,1,1,15140,5,0,0,0,9,663.55,0.0,381.69,1045.24,1,0
38,28.0,0.0,4146,Two Year,1,DSL,64.35,0,0,22085,3,1,1,1,68,4539.6,130.0,0.0,4669.6,0,0
38,6.0,48.86,4738,Two Year,1,Fiber Optic,112.95,1,1,1613,1,1,1,1,57,6465.0,0.0,2785.02,9250.02,1,1
48,6.0,11.09,4464,Month-to-Month,1,Fiber Optic,94.55,1,1,46086,2,1,1,1,27,2724.6,0.0,299.43,3024.03,1,1
47,21.0,32.94,5432,Month-to-Month,1,Fiber Optic,105.35,0,1,61623,4,1,1,1,34,3688.6,110.0,1119.96,4918.56,0,0
20,82.0,41.22,4800,One Year,1,Cable,75.3,1,1,7384,3,1,1,1,13,989.45,0.0,535.86,1525.31,1,1
53,25.0,6.2,2426,Month-to-Month,1,Fiber Optic,87.65,1,1,48690,3,0,0,0,32,2766.4,150.0,198.4,3066.93,0,0
59,30.0,7.99,2578,Month-to-Month,1,Fiber Optic,93.3,1,1,148,3,1,1,1,1,93.3,0.0,7.99,101.29,1,1
49,30.0,37.51,5379,Month-to-Month,1,Fiber Optic,69.05,0,1,751,3,0,0,0,26,1815.65,0.0,975.26,2790.91,1,0
66,0.0,10.48,6136,Two Year,0,Fiber Optic,20.0,0,1,1831,5,0,0,0,68,1396.0,0.0,712.64,2108.64,0,0
21,41.0,15.35,6114,Two Year,1,DSL,86.4,1,1,2723,3,1,1,1,72,6058.95,0.0,1105.2,7164.15,1,0
55,7.0,45.56,3445,One Year,1,DSL,64.35,0,1,816,3,1,1,0,34,2053.05,0.0,1549.04,3555.7,1,0
68,19.0,30.59,5775,Month-to-Month,1,Fiber Optic,107.5,1,1,9278,3,1,0,1,71,7713.55,140.0,2171.89,10025.44,0,0
39,0.0,36.39,2165,Two Year,0,Fiber Optic,20.45,0,1,11266,5,0,0,0,39,790.0,0.0,1419.21,2209.21,0,0
23,82.0,47.68,2755,Month-to-Month,1,DSL,53.4,0,1,26099,2,0,1,1,3,188.7,0.0,143.04,331.74,1,1
78,19.0,26.19,5527,Month-to-Month,1,Fiber Optic,91.0,1,1,8504,3,1,0,0,35,3180.5,40.0,916.65,4137.15,0,0
50,17.0,2.05,4561,Month-to-Month,1,Fiber Optic,94.2,0,1,596,5,1,1,1,29,2607.6,20.0,59.45,2687.05,0,0
45,0.0,49.51,4248,Month-to-Month,0,Fiber Optic,19.9,0,1,1613,2,0,0,0,1,19.9,0.0,49.51,69.41,0,1
44,16.0,44.94,5622,Month-to-Month,1,Fiber Optic,81.95,0,1,23100,1,1,1,0,1,81.95,0.0,44.94,126.89,1,1
23,59.0,14.14,6101,One Year,1,Fiber Optic,104.65,0,1,296,4,1,1,1,71,7288.4,0.0,1003.94,8292.34,1,0
40,0.0,28.96,5974,Two Year,0,Fiber Optic,19.55,0,1,857,4,0,0,0,51,1086.75,0.0,1476.96,2563.71,0,0
51,12.0,6.16,4176,One Year,1,DSL,80.55,1,1,35419,3,1,1,1,41,3263.9,0.0,252.56,3516.46,1,0
56,14.0,23.89,4846,Month-to-Month,1,DSL,46.0,0,1,28687,1,0,0,0,5,221.7,0.0,119.45,341.15,1,1
47,4.0,41.38,4226,One Year,1,DSL,71.0,1,1,4426,5,1,1,1,29,2080.1,0.0,1200.02,3280.12,1,0
62,0.0,24.57,3302,One Year,0,Fiber Optic,19.7,0,1,21205,4,0,0,0,30,625.05,0.0,737.1,1362.15,0,0
39,30.0,6.05,6212,Two Year,1,Cable,89.05,1,1,7527,4,1,1,1,72,6254.45,0.0,435.6,6690.05,1,0
53,19.0,16.34,4196,Month-to-Month,1,DSL,49.5,1,1,14574,5,0,0,0,26,1265.65,150.0,424.84,1840.49,0,0
74,7.0,8.81,4556,Two Year,1,Fiber Optic,84.85,1,1,18735,4,0,0,1,43,3645.6,0.0,378.83,4024.43,1,0
63,10.0,13.18,3235,Month-to-Month,1,Cable,49.6,0,1,36817,3,0,0,0,20,939.8,0.0,263.6,1203.4,1,0
29,59.0,44.7,4844,One Year,1,DSL,89.65,1,1,19867,3,1,1,1,36,3348.1,0.0,1609.2,4957.3,1,0
